"","alt","temp2m","humidity","precip","atm","wind","m.fapar","classes[cv.train, rotulo]"
"243",0.260164748490432,0.867802108678021,0.380813180972628,0.428794992175274,0.861111111111111,0.20913995556966,0.40852807813045,"1"
"244",0.228894244356583,0.852392538523925,0.384002125963327,0.424100156494523,0.861111111111111,0.215400594327919,0.418817579351238,"0"
"245",0.344579065849037,0.817518248175182,0.317565771990433,0.394366197183099,0.861111111111111,0.227662214015753,0.410446459713987,"0"
"246",0.475692454905267,0.640713706407137,0.353972893967579,0.416275430359937,0.861111111111111,0.229970283604051,0.233170561562609,"0"
"247",0.529348577293586,0.744525547445255,0.144831251660909,0.205007824726135,0.861111111111111,0.255272496465768,0.462068364143704,"1"
"248",0.398481171457604,0.879967558799676,0,0.104851330203443,0.861111111111111,0.244713078099305,0.344611091733519,"0"
"249",0.48056034324506,0.763990267639903,0.0566037735849055,0.0923317683881064,0.861111111111111,0.239029456738121,0.270927799093129,"0"
"250",0.685077379758836,0.532035685320357,0.303215519532288,0.100156494522692,0.861111111111111,0.257984478232019,0.328740844087897,"0"
"251",0.587210058754861,0.575831305758313,0.342014350252458,0.111111111111111,0.861111111111111,0.277747324081821,0.560777816532961,"1"
"252",0.267118884583459,0.716950527169505,0.34228009566835,0.0907668231611894,0.861111111111111,0.277372262773723,0.505667945587722,"0"
"253",0.227242919525522,0.753446877534469,0.366994419346266,0.0985915492957747,0.861111111111111,0.294163469028591,0.304761074293687,"0"
"254",0.180918483184264,0.749391727493917,0.438214190805209,0.143974960876369,0.861111111111111,0.306800150024523,0.449511684687827,"1"
"255",0.172096330300689,0.726682887266829,0.546638320488972,0.25508607198748,0.861111111111111,0.304780589134762,0.579961632368329,"1"
"256",0.0721487995437225,0.733982157339822,0.617060855700239,0.355242566510172,0.861111111111111,0.286431435907793,0.677537495640042,"1"
"257",0.238991406400685,0.708840227088402,0.727079457879351,0.572769953051643,0.861111111111111,0.134445053518364,0.844436693407743,"0"
"258",0.315895420594748,0.744525547445255,0.641775179378156,0.566510172143975,0.861111111111111,0.224863679639941,0.774764562260202,"1"
"259",0.356290500907409,0.741281427412814,0.599787403667287,0.535211267605634,0.861111111111111,0.227027494878971,0.74912800837112,"1"
"260",0.296476258709474,0.819951338199513,0.437416954557534,0.491392801251956,0.861111111111111,0.217102795649289,0.624869201255668,"1"
"262",0.22994716526049,0.876723438767234,0.361413765612543,0.422535211267606,0.861111111111111,0.200628948962811,0.448988489710499,"1"
"264",0.467195225621411,0.742903487429035,0.294711666223757,0.375586854460094,0.861111111111111,0.235625054095381,0.498517614230903,"0"
"266",0.507861125592901,0.73073803730738,0.136858889184162,0.18622848200313,0.861111111111111,0.261360030004905,0.468085106382979,"1"
"267",0.373251122076756,0.867802108678021,0.0138187616263618,0.111111111111111,0.861111111111111,0.250165892501659,0.354028601325427,"0"
"268",0.509771465209279,0.777777777777778,0.0542120648418815,0.101721439749609,0.861111111111111,0.240298895011685,0.291245204046041,"0"
"269",0.876233369769053,0.476074614760746,0.335370714855169,0.115805946791862,0.861111111111111,0.23360549320562,0.346093477502616,"1"
"270",0.407091355268386,0.563665855636658,0.378155726813712,0.126760563380282,0.861111111111111,0.242866622428666,0.485612138123474,"1"
"271",0.227796814851305,0.67639902676399,0.390911506776508,0.118935837245696,0.861111111111111,0.265024090476328,0.388123474014649,"1"
"272",0.23275172741734,0.684509326845093,0.462662769067234,0.147104851330203,0.861111111111111,0.283575199792274,0.391437042204395,"1"
"273",0.178414321531397,0.714517437145174,0.53281955886261,0.206572769953052,0.861111111111111,0.302501370416318,0.555807464248343,"1"
"274",0.0414033855870346,0.749391727493917,0.617592346532022,0.364632237871674,0.861111111111111,0.29849109950665,0.697680502267178,"1"
"275",0.0204981635842278,0.78507704785077,0.635928780228541,0.38810641627543,0.861111111111111,0.271486685323563,0.529037321241716,"1"
"276",0.311044730312428,0.725060827250608,0.634334307733191,0.583724569640063,0.833333333333334,0.216698883471337,0.797785141262644,"1"
"277",0.334195766504667,0.715328467153285,0.612011692798299,0.557120500782473,0.833333333333334,0.217968321744901,0.497645622602023,"1"
"278",0.333061095287917,0.787510137875101,0.485251129418017,0.511737089201878,0.833333333333334,0.224863679639941,0.670299965120335,"1"
"279",0.312930053446296,0.851581508515815,0.331384533616795,0.42566510172144,0.833333333333334,0.195233836300164,0.42230554586676,"0"
"281",0.443867813183821,0.731549067315491,0.255647090087696,0.342723004694836,0.833333333333334,0.24289547329852,0.47244506452738,"1"
"282",0.555052653545261,0.631792376317924,0.291522721233059,0.338028169014085,0.833333333333334,0.235827010184357,0.238664108824555,"1"
"284",0.442312359964065,0.753446877534469,0.129152272123306,0.17527386541471,0.833333333333334,0.258821153457777,0.438873386815487,"0"
"285",0.38548846041359,0.845093268450933,0.0292319957480734,0.115805946791862,0.833333333333334,0.255070540376792,0.380885943494942,"0"
"286",0.547645315648773,0.753446877534469,0.0738772256178581,0.107981220657277,0.833333333333334,0.252272006000981,0.34147192186955,"0"
"287",0.569351496543779,0.616382806163828,0.169545575338825,0.10641627543036,0.833333333333334,0.237933123683679,0.27886292291594,"0"
"289",0.596732278804305,0.515815085158151,0.395694924262556,0.0985915492957747,0.833333333333334,0.217997172614754,0.382368329264039,"1"
"291",0.430448266716794,0.592051905920519,0.582248206218443,0.214397496087637,0.833333333333334,0.275987421020744,0.61100453435647,"0"
"292",0.0996092328219097,0.684509326845093,0.619186819027372,0.267605633802817,0.833333333333334,0.284354173278324,0.771799790722009,"1"
"293",0.482177771655079,0.665855636658556,0.668349720967313,0.552425665101721,0.833333333333334,0.0994489483857938,0.729246599232647,"1"
"294",0.478126737351387,0.642335766423358,0.644964124368855,0.577464788732394,0.833333333333334,0.129569256513084,0.377659574468085,"0"
"295",0.362948430419196,0.853203568532035,0.330587297369121,0.477308294209703,0.833333333333334,0.198263177634806,0.377310777816533,"0"
"296",0.40672387903338,0.797242497972425,0.265479670475684,0.438184663536776,0.833333333333334,0.211044112980006,0.51334147192187,"0"
"299",0.531381576910047,0.728304947283049,0.237576401807069,0.31924882629108,0.833333333333334,0.24707884942731,0.498081618416463,"1"
"300",0.558631892271729,0.630170316301703,0.267074142971034,0.305164319248826,0.833333333333334,0.232191800582788,0.291245204046041,"0"
"301",0.487284443866605,0.766423357664233,0.115599255912836,0.162754303599374,0.833333333333334,0.254724329938548,0.45247645622602,"1"
"302",0.404080929452009,0.839416058394161,0.0613871910709539,0.126760563380282,0.833333333333334,0.257349759095237,0.357952563655389,"0"
"304",0.595538594992676,0.64801297648013,0.171405793250066,0.0923317683881064,0.833333333333334,0.241568333285249,0.298918730380188,"0"
"305",0.478495167718682,0.626115166261151,0.220834440605899,0.0766823161189358,0.833333333333334,0.226046565303944,0.214248343215905,"1"
"306",0.480943475955268,0.585563665855636,0.331118788200904,0.0672926447574335,0.833333333333334,0.208620639912293,0.366236484129752,"1"
"307",0.438822502923197,0.583941605839416,0.505447781025777,0.200312989045383,0.833333333333334,0.250540953809757,0.513079874433205,"0"
"308",0.250204183042531,0.589618815896188,0.61892107361148,0.267605633802817,0.833333333333334,0.261908196532125,0.820892919427973,"0"
"309",0.06882813157614,0.685320356853203,0.644698378952963,0.295774647887324,0.833333333333334,0.265803063962378,0.876700383676317,"1"
"311",0.262422999644791,0.745336577453366,0.530427850119585,0.557120500782473,0.807407407407407,0.0918323187444102,0.54264039065225,"1"
"312",0.246365568071095,0.738848337388483,0.530693595535477,0.54773082942097,0.807407407407407,0.12977121260206,0.54438437391001,"1"
"313",0.397941715389795,0.695052716950527,0.518469306404464,0.519561815336463,0.807407407407407,0.208014771645365,0.285054063480991,"0"
"314",0.250485390678272,0.858069748580698,0.317300026574542,0.45226917057903,0.807407407407407,0.216035313464701,0.44628531566097,"0"
"315",0.323529387231404,0.890510948905109,0.315971299495084,0.417840375586854,0.807407407407407,0.194685669772944,0.452389257063132,"1"
"316",0.381723784169116,0.789132197891322,0.328727079457879,0.447574334898279,0.807407407407407,0.217535558697095,0.418207185211022,"0"
"317",0.515519051064451,0.728304947283049,0.256178580919479,0.400625978090767,0.807407407407407,0.231441677966591,0.366236484129752,"1"
"319",0.554730523912303,0.639091646390916,0.305872973691204,0.353677621283255,0.807407407407407,0.24684804246848,0.331356818974538,"0"
"321",0.605030332200098,0.626115166261151,0.270528833377624,0.306729264475743,0.807407407407407,0.231095467528346,0.335019183815835,"1"
"322",0.470342186438251,0.705596107055961,0.154132341217114,0.197183098591549,0.807407407407407,0.246213323331698,0.275985350540635,"1"
"323",0.38640406366617,0.836171938361719,0.0619186819027371,0.126760563380282,0.807407407407407,0.241250973716858,0.319236135333101,"0"
"324",0.555615740636012,0.711273317112733,0.121179909646558,0.0985915492957747,0.807407407407407,0.233403537116644,0.264562260202302,"1"
"325",0.545799819820641,0.668288726682887,0.174860483656657,0.0829420970266041,0.807407407407407,0.231441677966591,0.309033833275201,"1"
"326",0.358856223507532,0.668288726682887,0.266542652139251,0.0610328638497653,0.807407407407407,0.213756094746257,0.16785838855947,"0"
"328",0.0629487329102318,0.695863746958638,0.630879617326601,0.289514866979656,0.807407407407407,0.251060269467124,0.948116498081618,"0"
"329",0.00355582779785616,0.791565287915653,0.680839755514217,0.386541471048513,0.807407407407407,0.248723349008973,0.537495640041855,"0"
"330",0.285693583389811,0.798864557988646,0.473292585702896,0.480438184663537,0.807407407407407,0.0322841233663195,0.560254621555633,"0"
"331",0.182768939694389,0.787510137875101,0.459739569492426,0.482003129890454,0.807407407407407,0.116759470298029,0.444977328217649,"1"
"332",0.392001697274108,0.663422546634225,0.524847196385862,0.511737089201878,0.807407407407407,0.184616716193993,0.448378095570282,"1"
"335",0.23584965445599,0.83698296836983,0.334307733191603,0.431924882629108,0.807407407407407,0.252531663829664,0.490495291245204,"1"
"336",0.213689543445587,0.900243309002433,0.285676322083444,0.417840375586854,0.807407407407407,0.206831885981362,0.357690966166725,"1"
"338",0.483970319010477,0.731549067315491,0.348657985649747,0.45226917057903,0.807407407407407,0.220218689593491,0.40277293337984,"0"
"339",0.464585677816664,0.751824817518248,0.268402870050492,0.431924882629108,0.807407407407407,0.220247540463345,0.375828392047436,"1"
"340",0.796401062190624,0.592862935928629,0.354504384799362,0.375586854460094,0.807407407407407,0.234874931479184,0.271538193233345,"0"
"341",0.401919113988314,0.828061638280616,0.0603242094073876,0.131455399061033,0.807407407407407,0.232970774068838,0.353243808859435,"0"
"342",0.511836806570689,0.678832116788321,0.130746744618655,0.101721439749609,0.807407407407407,0.219266610888318,0.32193930938263,"1"
"343",0.461142665262493,0.633414436334144,0.279829922933829,0.0782472613458529,0.807407407407407,0.22500793398921,0.282002092779909,"0"
"344",0.758941192040409,0.542579075425791,0.430241828328461,0.111111111111111,0.807407407407407,0.241741438504371,0.382281130101151,"0"
"345",0.534354378769311,0.536901865369019,0.577464788732394,0.23943661971831,0.807407407407407,0.245145841147111,0.644925008719916,"0"
"346",0.204334128118698,0.592862935928629,0.640712197714589,0.297339593114241,0.807407407407407,0.24142407893598,0.782350889431461,"0"
"347",0.0553992280101827,0.684509326845093,0.636991761892107,0.280125195618153,0.807407407407407,0.23778886933441,0.977415416811999,"1"
"348",0.168580226107891,0.828061638280616,0.386925325538134,0.352112676056338,0.77962962962963,0.0303799659559736,0.518311824206488,"1"
"349",0.278081436394216,0.78345498783455,0.406856231730003,0.366197183098592,0.77962962962963,0.0451516113210813,0.706662016044646,"1"
"350",0.340320727341503,0.750202757502027,0.442997608291257,0.38810641627543,0.77962962962963,0.0239173711087389,0.696546913149634,"0"
"353",0.158423644956992,0.828061638280616,0.403401541323412,0.419405320813772,0.77962962962963,0.0949482126886126,0.44140216253924,"0"
"354",0.348355387170676,0.769667477696675,0.440871644964124,0.460093896713615,0.77962962962963,0.122702749487897,0.471747471224276,"1"
"355",0.555698654174343,0.584752635847526,0.360616529364868,0.395931142410016,0.77962962962963,0.213409884308012,0.357603767003837,"0"
"356",0.864672727276395,0.534468775344688,0.413499867127292,0.375586854460094,0.77962962962963,0.223103776578864,0.375741192884548,"0"
"357",0.740369934800812,0.592051905920519,0.30693595535477,0.331768388106416,0.77962962962963,0.211707682986642,0.266393442622951,"1"
"358",0.439875337863657,0.733171127331711,0.136858889184162,0.167449139280125,0.77962962962963,0.234788378869623,0.456138821067318,"1"
"359",0.400684668066321,0.809407948094079,0.0706882806271591,0.142410015649452,0.77962962962963,0.242491561120568,0.387600279037321,"1"
"360",0.565321578293215,0.647201946472019,0.151209141642307,0.112676056338028,0.77962962962963,0.220709154381005,0.316968957098012,"1"
"362",0.180462177334203,0.619626926196269,0.607494020728142,0.261345852895149,0.77962962962963,0.229075906638585,0.703784443669341,"0"
"363",0.0899837162761565,0.67477696674777,0.645229869784746,0.276995305164319,0.77962962962963,0.227662214015753,0.948639693058946,"1"
"364",0.178406845675856,0.870235198702352,0.337762423598193,0.353677621283255,0.77962962962963,0.0212919419520499,0.591297523543774,"0"
"365",0.155209054273799,0.875101378751014,0.346266276906723,0.391236306729264,0.77962962962963,0.0632699575892213,0.402947331705616,"1"
"366",0.564746775900578,0.716139497161395,0.456550624501727,0.474178403755869,0.77962962962963,0.101180000577017,0.433031042901988,"1"
"367",0.27126184792878,0.665855636658556,0.498804145628488,0.497652582159624,0.77962962962963,0.104988315397709,0.505144750610394,"1"
"368",0.39519257201616,0.669099756690997,0.506776508105235,0.50547730829421,0.77962962962963,0.126337959089467,0.468957098011859,"1"
"369",0.299079915211863,0.715328467153285,0.449641243688546,0.453834115805947,0.77962962962963,0.23724070280719,0.458929194279735,"0"
"370",0.25694839271324,0.751013787510138,0.418549030029232,0.435054773082942,0.77962962962963,0.257407460834944,0.432420648761772,"1"
"371",0.451662847411608,0.708840227088402,0.39463194259899,0.460093896713615,0.77962962962963,0.195926257176654,0.54307638646669,"1"
"372",0.600695747320177,0.616382806163828,0.38612808929046,0.450704225352113,0.77962962962963,0.188800092322784,0.472183467038716,"0"
"373",0.803854591128953,0.555555555555556,0.381610417220303,0.450704225352113,0.77962962962963,0.194541415423675,0.382193930938263,"1"
"374",0.861444931153129,0.524736415247364,0.397555142173798,0.402190923317684,0.77962962962963,0.193618187588356,0.239972096267876,"0"
"375",0.874068943892947,0.484184914841849,0.444060589954823,0.377151799687011,0.77962962962963,0.199676870257638,0.224712242762469,"1"
"376",0.816011613319875,0.492295214922952,0.453893170342812,0.355242566510172,0.77962962962963,0.207812815556389,0.214161144053017,"1"
"377",0.44905969447986,0.599351175993512,0.356364602710603,0.316118935837246,0.77962962962963,0.208274429474049,0.309557028252529,"1"
"378",0.626851064819083,0.689375506893755,0.180972628222163,0.178403755868545,0.77962962962963,0.231787888404835,0.408266480641786,"0"
"379",0.519770815221401,0.754257907542579,0.11799096465586,0.158059467918623,0.77962962962963,0.249271515536193,0.419079176839902,"0"
"380",0.496226472235584,0.70154095701541,0.137124634600053,0.140845070422535,0.77962962962963,0.247800121173653,0.352197418904778,"0"
"381",0.605047596864841,0.624493106244931,0.192133935689609,0.129890453834116,0.77962962962963,0.237038746718214,0.356644576212068,"0"
"382",0.617147150709738,0.527980535279805,0.377624235981929,0.114241001564945,0.77962962962963,0.228556590981218,0.611527729333798,"0"
"383",0.552932495054563,0.555555555555556,0.460536805740101,0.147104851330203,0.77962962962963,0.228441187501803,0.733170561562609,"1"
"384",0.218768245308218,0.612327656123277,0.513951634334308,0.194053208137715,0.77962962962963,0.229277862727561,0.600889431461458,"0"
"385",0.15374054287071,0.652068126520681,0.57002391708743,0.230046948356807,0.77962962962963,0.228239231412827,0.64387861876526,"0"
"386",0.065891690280611,0.684509326845093,0.634334307733191,0.272300469483568,0.77962962962963,0.222238250483252,0.805807464248343,"0"
"387",0.00199811894554522,0.771289537712895,0.677119319691735,0.366197183098592,0.77962962962963,0.214217708663916,0.628269968608301,"1"
"388",0.0992265688424259,0.907542579075426,0.267605633802817,0.34585289514867,0.753703703703704,0.0334093072906148,0.548046738751308,"1"
"389",0.139722453047519,0.922141119221411,0.267074142971034,0.378716744913928,0.753703703703704,0.0395833934393122,0.520055807464248,"1"
"390",0.14361161952476,0.89294403892944,0.306138719107095,0.422535211267606,0.753703703703704,0.0794552955771616,0.536274851761423,"1"
"392",0.307570059897907,0.72911597729116,0.406590486314111,0.419405320813772,0.753703703703704,0.268774703557312,0.424398325776073,"0"
"393",0.391067234454017,0.726682887266829,0.401541323412171,0.422535211267606,0.753703703703704,0.267534116153602,0.450296477153819,"0"
"394",0.497388448773538,0.669099756690997,0.406324740898219,0.431924882629108,0.753703703703704,0.1904734427743,0.501918381583537,"1"
"395",0.662183341177173,0.612327656123277,0.416157321286208,0.431924882629108,0.753703703703704,0.171403017800987,0.495204046041158,"0"
"396",0.699667172595166,0.562854825628548,0.423066702099389,0.433489827856025,0.753703703703704,0.169758518219324,0.516306243460063,"1"
"397",0.863963783751661,0.48661800486618,0.441934626627691,0.436619718309859,0.753703703703704,0.170162430397276,0.353767003836763,"0"
"398",0.858905699414247,0.500405515004055,0.415625830454424,0.405320813771518,0.753703703703704,0.171143359972303,0.303889082664806,"1"
"400",0.779775385533876,0.515815085158151,0.421206484188148,0.356807511737089,0.753703703703704,0.186693978823462,0.266131845134287,"0"
"401",0.63836629222513,0.571776155717762,0.395163433430773,0.325508607198748,0.753703703703704,0.190733100602983,0.267788629229159,"1"
"402",0.424729220690448,0.668288726682887,0.285144831251661,0.267605633802817,0.753703703703704,0.200253887654713,0.325078479246599,"0"
"403",0.412930585988663,0.708840227088402,0.226149348923731,0.234741784037559,0.753703703703704,0.201061712010617,0.375392396232996,"0"
"404",0.522454754737717,0.67639902676399,0.190805208610151,0.183098591549296,0.753703703703704,0.242837771558813,0.439222183467039,"0"
"405",0.615434406827258,0.597729115977291,0.237044910975286,0.165884194053208,0.753703703703704,0.249531173364877,0.332490408092082,"1"
"407",0.4485129949824,0.552311435523114,0.383470635131544,0.128325508607199,0.753703703703704,0.227633363145899,0.610742936867806,"1"
"409",0.316264455795544,0.591240875912409,0.54477810257773,0.220657276995305,0.753703703703704,0.220045584374369,0.551709103592605,"1"
"410",0.169351071001055,0.634225466342255,0.602179112410311,0.264475743348983,0.753703703703704,0.224517469201696,0.613358911754447,"0"
"411",0.0457596652776174,0.688564476885645,0.64762157852777,0.297339593114241,0.753703703703704,0.217304751738265,0.780868503662365,"1"
"412",0.29373919268297,0.725871857258718,0.449109752856763,0.474178403755869,0.753703703703704,0.153169268053432,0.545517963027555,"0"
"414",0.596017447121322,0.6220600162206,0.454158915758703,0.420970266040689,0.753703703703704,0.238914053258706,0.410272061388211,"0"
"415",0.493636005474093,0.631792376317924,0.440340154132341,0.417840375586854,0.753703703703704,0.257090101266553,0.406609696546913,"0"
"416",0.575372493649274,0.651257096512571,0.415891575870316,0.402190923317684,0.753703703703704,0.226537030091457,0.394663411231252,"0"
"418",0.702040020871913,0.56853203568532,0.428913101249003,0.411580594679186,0.753703703703704,0.150918900204841,0.366934077432857,"1"
"419",0.817114145462237,0.497972424979724,0.455487642838161,0.420970266040689,0.753703703703704,0.148149216698883,0.387164283222881,"1"
"420",0.860065787271019,0.51257096512571,0.403933032155195,0.394366197183099,0.753703703703704,0.172787859553966,0.286536449250087,"1"
"421",0.468815283558436,0.62124898621249,0.368323146425724,0.312989045383412,0.753703703703704,0.185886154467557,0.263515870247646,"0"
"422",0.690751737607478,0.588807785888078,0.282487377092745,0.241001564945227,0.753703703703704,0.21323677908889,0.382629926752703,"0"
"423",0.601149703850636,0.59529602595296,0.259101780494286,0.206572769953052,0.753703703703704,0.231210871007761,0.411144053017091,"1"
"424",0.714768488163758,0.527980535279805,0.308530427850119,0.189358372456964,0.753703703703704,0.237731167594703,0.296564352982211,"1"
"425",0.623254455742272,0.56772100567721,0.302684028700505,0.170579029733959,0.753703703703704,0.238048527163094,0.478723404255319,"1"
"426",0.334312766653311,0.604217356042173,0.297369120382673,0.154929577464789,0.753703703703704,0.237875421943972,0.489710498779212,"1"
"427",0.277707490363485,0.592862935928629,0.329524315705554,0.145539906103286,0.753703703703704,0.238567842820461,0.525985350540635,"0"
"428",0.438933288683176,0.665044606650446,0.473026840287005,0.460093896713615,0.720370370370371,0.120077320331208,0.379054761074294,"0"
"429",0.57948072267647,0.569343065693431,0.522189742226946,0.45226917057903,0.720370370370371,0.159227950722714,0.348709452389257,"1"
"430",0.593283060726072,0.597729115977291,0.415891575870316,0.389671361502347,0.720370370370371,0.147456795822394,0.419602371817231,"0"
"431",0.690338241761236,0.549878345498783,0.394100451767207,0.397496087636933,0.720370370370371,0.154467557196849,0.425880711545169,"1"
"432",0.520770814785913,0.601784266017843,0.38107892638852,0.384976525821596,0.720370370370371,0.188251925795563,0.323421695151726,"0"
"433",0.522647182516105,0.638280616382806,0.370714855168748,0.367762128325509,0.720370370370371,0.192839214102305,0.305807464248343,"1"
"434",0.421526724955574,0.6220600162206,0.283018867924528,0.2660406885759,0.720370370370371,0.200513545483396,0.386466689919777,"1"
"435",0.543803715791887,0.581508515815085,0.282221631676853,0.253521126760563,0.720370370370371,0.207697412076974,0.352807813044995,"1"
"436",0.61736025617219,0.538523925385239,0.29683762955089,0.225352112676056,0.720370370370371,0.223998153544329,0.355946982908964,"1"
"439",0.594562535702289,0.519059205190592,0.42492692001063,0.194053208137715,0.720370370370371,0.242116499812469,0.597750261597489,"0"
"440",0.025635043225124,0.699107866991079,0.684560191336699,0.342723004694836,0.720370370370371,0.189752171027956,0.720962678758284,"0"
"441",0.66892538986278,0.527980535279805,0.540791921339357,0.449139280125196,0.720370370370371,0.146966331034881,0.349407045692361,"1"
"442",0.682772600105048,0.522303325223033,0.524847196385862,0.439749608763693,0.720370370370371,0.146706673206197,0.369375653993722,"1"
"443",0.534423888211844,0.630981346309814,0.404996013818762,0.394366197183099,0.720370370370371,0.162949712933845,0.315835367980467,"0"
"444",0.581849111965976,0.617193836171938,0.404996013818762,0.366197183098592,0.720370370370371,0.15230374195782,0.425183118242065,"1"
"445",0.594672468027076,0.606650446066504,0.411373903800159,0.37245696400626,0.720370370370371,0.150543838896743,0.38053714684339,"1"
"446",0.655327608724287,0.566098945660989,0.409247940473027,0.380281690140845,0.720370370370371,0.15593895155939,0.378182769445413,"0"
"447",0.769573807371577,0.521492295214923,0.429444592080787,0.383411580594679,0.720370370370371,0.162401546406624,0.313393791419602,"1"
"448",0.560554301320596,0.577453365774534,0.415625830454424,0.405320813771518,0.720370370370371,0.200369291134128,0.300662713637949,"0"
"449",0.521926441294937,0.59367396593674,0.295508902471432,0.253521126760563,0.720370370370371,0.186318917515363,0.336327171259156,"0"
"450",0.521038688977954,0.549067315490673,0.2933829391443,0.245696400625978,0.720370370370371,0.193445082369233,0.270230205790024,"1"
"451",0.641284977633492,0.463098134630981,0.390114270528833,0.250391236306729,0.720370370370371,0.224027004414183,0.420823160097663,"0"
"452",0.697338422954109,0.480940794809408,0.42333244751528,0.244131455399061,0.720370370370371,0.230287643172442,0.533222881060342,"1"
"453",0.427030356228231,0.519870235198702,0.475152803614138,0.237871674491393,0.720370370370371,0.212890568650645,0.69802929891873,"0"
"454",0.201710755738902,0.631792376317924,0.521923996811055,0.250391236306729,0.720370370370371,0.213207928219036,0.529822113707708,"0"
"455",0.0115963247001039,0.722627737226277,0.691203826733989,0.347417840375587,0.720370370370371,0.185251435330775,0.657917683990234,"1"
"456",0.705731877703332,0.515815085158151,0.558862609619984,0.455399061032864,0.687037037037037,0.13023282651972,0.292989187303802,"1"
"457",0.628024952825443,0.557988645579886,0.52617592346532,0.446009389671362,0.687037037037037,0.13441620264851,0.349668643181025,"0"
"458",0.43957296263365,0.70154095701541,0.351581185224555,0.366197183098592,0.687037037037037,0.165690545569949,0.271625392396233,"0"
"459",0.550289856832319,0.643957826439578,0.390645761360616,0.350547730829421,0.687037037037037,0.157698854620467,0.328479246599233,"0"
"460",0.504940970881634,0.602595296025953,0.433165027903269,0.355242566510172,0.687037037037037,0.162747756844869,0.397628182769445,"0"
"462",0.639518914219595,0.520681265206813,0.466648950305607,0.380281690140845,0.687037037037037,0.163526730330919,0.332926403906522,"1"
"463",0.691850925638496,0.490673154906732,0.480201966516078,0.380281690140845,0.687037037037037,0.169671965609763,0.274590163934426,"1"
"464",0.681548656232673,0.480940794809408,0.487642838161042,0.380281690140845,0.687037037037037,0.181933585297597,0.291942797349145,"0"
"465",0.668242342608232,0.532846715328467,0.432633537071485,0.33489827856025,0.687037037037037,0.186463171864632,0.24956400418556,"0"
"466",0.473064706117981,0.579075425790754,0.360085038533085,0.286384976525822,0.687037037037037,0.184241654885895,0.189047785141263,"0"
"467",0.496630927854601,0.54095701540957,0.302418283284613,0.262910798122066,0.687037037037037,0.182395199215256,0.354551796302756,"1"
"468",0.927935879404168,0.35198702351987,0.441934626627691,0.284820031298905,0.687037037037037,0.19442601194426,0.199860481339379,"1"
"470",0.542189021514393,0.472019464720195,0.469572149880414,0.270735524256651,0.687037037037037,0.215977611724993,0.657394489012905,"0"
"471",0.184794388476274,0.630170316301703,0.537602976348658,0.253521126760563,0.687037037037037,0.204264158564381,0.492849668643181,"0"
"472",0.101913963720185,0.662611516626115,0.586500132872708,0.289514866979656,0.687037037037037,0.206803035111509,0.469567492152075,"0"
"473",0.0390241356010712,0.704785077047851,0.647090087695987,0.317683881064163,0.687037037037037,0.195493494128848,0.718346703871643,"1"
"474",0.215539348912548,0.776155717761557,0.345203295243157,0.352112676056338,0.687037037037037,0.133608378292606,0.462591559121032,"1"
"476",0.694022028126547,0.532846715328467,0.556736646292851,0.449139280125196,0.687037037037037,0.11753844378408,0.337896756191141,"0"
"477",0.430728141475425,0.647201946472019,0.470103640712198,0.430359937402191,0.687037037037037,0.144398603617899,0.398587373561214,"0"
"478",0.390195222984899,0.716950527169505,0.353972893967579,0.363067292644757,0.687037037037037,0.168402527336199,0.242936867806069,"0"
"479",0.530113517459287,0.633414436334144,0.399946850916822,0.348982785602504,0.687037037037037,0.15400594327919,0.287931635856296,"0"
"480",0.696621174559332,0.556366585563666,0.462662769067234,0.356807511737089,0.687037037037037,0.149505207582009,0.30371468433903,"1"
"481",0.751951952082729,0.51338199513382,0.497741163964921,0.383411580594679,0.687037037037037,0.151726724560746,0.356470177886292,"1"
"482",0.802248276840776,0.414436334144363,0.526973159712995,0.370892018779343,0.687037037037037,0.159285652462422,0.342256714335542,"1"
"483",0.508298084440063,0.575020275750203,0.378952963061387,0.300469483568075,0.687037037037037,0.18830962753527,0.23578653644925,"1"
"484",0.514762967050258,0.592862935928629,0.326069625298964,0.284820031298905,0.687037037037037,0.192377600184646,0.243285664457621,"1"
"485",0.528051738680913,0.544201135442011,0.325803879883072,0.29264475743349,0.687037037037037,0.192031389746401,0.308510638297872,"1"
"486",0.753432157358255,0.361719383617194,0.461334041987776,0.312989045383412,0.687037037037037,0.188828943192637,0.316532961283572,"0"
"487",0.597551820300991,0.43146796431468,0.469306404464523,0.300469483568075,0.687037037037037,0.189463662329419,0.665329612835717,"1"
"488",0.171632626641503,0.643146796431468,0.43502524581451,0.23943661971831,0.687037037037037,0.196387871094314,0.44140216253924,"0"
"489",0.164743117334456,0.6220600162206,0.543980866330056,0.245696400625978,0.687037037037037,0.197715011107585,0.540809208231601,"0"
"490",0.0767422769929429,0.661800486618005,0.592080786606431,0.28169014084507,0.687037037037037,0.19806122154583,0.561824206487618,"1"
"491",0.0224111735847863,0.714517437145174,0.650013287270795,0.302034428794992,0.687037037037037,0.182972216612331,0.66742239274503,"1"
"492",0.108728941255995,0.942416869424169,0.0956683497209673,0.203442879499218,0.653703703703704,0.0448919534923978,0.62879316358563,"1"
"493",0.319401562492555,0.733982157339822,0.342545841084241,0.348982785602504,0.653703703703704,0.127578546493177,0.451691663760028,"0"
