"","alt","temp2m","humidity","precip","atm","wind","m.fapar","classes[cv.train, rotulo]"
"170",0.198603212677936,0.752635847526358,0.801222428913101,0.624413145539906,0.9,0.285796716771011,0.940966166724799,"1"
"171",0.202359390468768,0.773722627737226,0.737709274515015,0.636932707355243,0.9,0.260984968696806,0.965905127310778,"1"
"172",0.237039124966708,0.747769667477696,0.712197714589423,0.690140845070423,0.9,0.254695479068694,0.779037321241716,"1"
"173",0.236004923752279,0.840227088402271,0.52617592346532,0.546165884194053,0.9,0.197772712847292,0.712765957446809,"1"
"174",0.161656022069598,0.900243309002433,0.47382407653468,0.519561815336463,0.9,0.193704740197917,0.758545517963028,"1"
"175",0.255462881852873,0.803730738037307,0.475684294445921,0.519561815336463,0.9,0.216237269553677,0.44183815835368,"0"
"176",0.33145243401041,0.876723438767234,0.0632474089821949,0.147104851330203,0.9,0.231528230576152,0.471311475409836,"0"
"177",0.34325096077236,0.909164639091646,0.0749402072814244,0.0625978090766823,0.9,0.242751218949251,0.258283920474363,"1"
"178",0.521437723981295,0.75750202757502,0.179909646558597,0.02660406885759,0.9,0.317763480568939,0.301796302755494,"0"
"179",0.386487142390746,0.78345498783455,0.184958809460537,0.0234741784037559,0.9,0.318600155794697,0.251569584931985,"0"
"180",0.422360153308991,0.772911597729116,0.213925059792718,0.0234741784037559,0.9,0.308935114393699,0.287495640041856,"0"
"181",0.285824057451549,0.743714517437145,0.354770130215254,0.0704225352112676,0.9,0.303626554340613,0.329002441576561,"0"
"182",0.165572926336997,0.792376317923763,0.451501461599787,0.153364632237872,0.9,0.301145379533193,0.452389257063132,"0"
"183",0.0586089381242587,0.8110300081103,0.515280361413765,0.230046948356807,0.9,0.287095005914428,0.514475061039414,"1"
"184",0.0353816611284432,0.825628548256285,0.585702896625033,0.269170579029734,0.9,0.272611869247858,0.503836763167073,"1"
"185",0.18246395263785,0.759935117599351,0.7571086898751,0.543035993740219,0.9,0.00937653270246098,0.945587722357865,"0"
"186",0.258742774336655,0.751824817518248,0.701302152537869,0.658841940532081,0.9,0.26349499437408,0.692361353331008,"0"
"187",0.287357342634683,0.786699107866991,0.626893436088227,0.605633802816901,0.9,0.275814315801621,0.758109522148587,"1"
"188",0.182383708461596,0.887266828872668,0.463460005314908,0.541471048513302,0.9,0.237673465854996,0.527118939658179,"1"
"189",0.151894961980896,0.916463909164639,0.391708743024183,0.522691705790297,0.9,0.215746804766164,0.460411580048832,"0"
"190",0.224526950474738,0.815896188158962,0.451501461599787,0.491392801251956,0.9,0.213381033438158,0.436083013603069,"1"
"191",0.265469816973768,0.806974858069748,0.416688812117991,0.469483568075117,0.9,0.221747785695739,0.554063480990582,"0"
"192",0.554721254561145,0.708029197080292,0.295508902471432,0.341158059467919,0.9,0.23631747497187,0.144140216253924,"0"
"193",0.427951058988646,0.860502838605028,0.0597927185756046,0.123630672926448,0.9,0.217968321744901,0.447244506452738,"0"
"194",0.343862652791901,0.887266828872668,0.0616529364868456,0.0672926447574335,0.9,0.240991315888174,0.170474363446111,"0"
"195",0.575672529940977,0.652068126520681,0.191602444857826,0.0406885758998435,0.9,0.280459305848071,0.204307638646669,"1"
"196",0.440077151360953,0.732360097323601,0.238107892638852,0.0438184663536776,0.9,0.310752719194484,0.409312870596442,"0"
"197",0.29360158169461,0.776155717761557,0.234918947648153,0.0391236306729264,0.9,0.313464700960734,0.274066968957098,"0"
"198",0.318578809204539,0.779399837793998,0.25803879883072,0.0391236306729264,0.9,0.306713597414962,0.364143704220439,"0"
"199",0.249902975692117,0.7558799675588,0.326069625298964,0.054773082942097,0.9,0.296673494705865,0.318102546215556,"1"
"201",0.202431856195932,0.753446877534469,0.476747276109487,0.153364632237872,0.9,0.297394766452209,0.459539588419951,"0"
"202",0.109419326507881,0.789943227899432,0.530693595535477,0.214397496087637,0.9,0.290326303338046,0.551621904429717,"1"
"203",0.0279217122863559,0.828872668288727,0.588891841615732,0.272300469483568,0.9,0.278410894088457,0.477328217649111,"0"
"204",0.164449991679912,0.765612327656123,0.718575604570821,0.536776212832551,0.87962962962963,0.00588557745016012,0.950994070456924,"0"
"205",0.285813068249546,0.734793187347932,0.737443529099123,0.591549295774648,0.87962962962963,0.249675427714146,0.791681199860481,"1"
"206",0.2817459045855,0.736415247364153,0.71166622375764,0.629107981220657,0.87962962962963,0.225527249646577,0.870509243111266,"1"
"208",0.287529811202654,0.750202757502027,0.677650810523518,0.621283255086072,0.87962962962963,0.25807103084158,0.850453435647018,"0"
"209",0.157722896420355,0.964314679643147,0.347595003986181,0.511737089201878,0.87962962962963,0.21695854130002,0.337199162888036,"1"
"210",0.317151867094983,0.808596918085969,0.40127557799628,0.447574334898279,0.87962962962963,0.220939961339834,0.485437739797698,"0"
"211",0.438301349593562,0.728304947283049,0.347063513154398,0.408450704225352,0.87962962962963,0.228325784022388,0.173700732472968,"1"
"212",0.448931417275102,0.763990267639903,0.17193728408185,0.214397496087637,0.87962962962963,0.242866622428666,0.402075340076735,"1"
"213",0.34618516777516,0.904298459042985,0.0186021791124102,0.0954616588419405,0.87962962962963,0.215285190848504,0.294733170561563,"1"
"214",0.620230325693144,0.833738848337388,0.0486314111081583,0.0766823161189358,0.87962962962963,0.239375667176365,0.306679455877224,"0"
"215",0.63685107732843,0.70397404703974,0.124368854637257,0.0500782472613459,0.87962962962963,0.275698912322207,0.0348796651552145,"0"
"216",0.585692072503626,0.636658556366586,0.290725484985384,0.0641627543035994,0.87962962962963,0.290787917255705,0.374171607952564,"1"
"217",0.367123901865888,0.713706407137064,0.284879085835769,0.0594679186228482,0.87962962962963,0.303857361299443,0.45160446459714,"0"
"218",0.293108843309002,0.78264395782644,0.30188679245283,0.0594679186228482,0.87962962962963,0.304492080436225,0.30772584583188,"0"
"219",0.182234001434316,0.759935117599351,0.380015944724954,0.0876369327073552,0.87962962962963,0.294163469028591,0.252615974886641,"0"
"221",0.129052687618992,0.759935117599351,0.558065373372309,0.256651017214397,0.87962962962963,0.289720435071117,0.598360655737705,"0"
"222",0.0353317848412705,0.805352798053528,0.606431039064576,0.306729264475743,0.87962962962963,0.280026542800265,0.481513777467736,"1"
"223",0.188384731810024,0.787510137875101,0.681902737177784,0.564945226917058,0.87962962962963,0.167277343411904,0.757847924659923,"1"
"224",0.245040129292762,0.740470397404704,0.718841349986713,0.593114241001565,0.87962962962963,0.230374195782003,0.903819323334496,"1"
"225",0.317518926507432,0.750202757502027,0.641243688546373,0.588419405320814,0.87962962962963,0.227373705317215,0.62565399372166,"1"
"226",0.299549103722906,0.752635847526358,0.648950305607228,0.588419405320814,0.87962962962963,0.245780560283893,0.884897104987792,"1"
"227",0.207932479947996,0.925385239253852,0.353441403135796,0.496087636932707,0.87962962962963,0.229797178384928,0.457185211021974,"1"
"228",0.166227628080049,0.957015409570154,0.322349189476482,0.485133020344288,0.87962962962963,0.226306223132627,0.264562260202302,"1"
"230",0.248316031264915,0.874290348742903,0.391974488440074,0.456964006259781,0.87962962962963,0.217679813046363,0.47200906871294,"0"
"231",0.284240512208947,0.824006488240065,0.369120382673399,0.416275430359937,0.87962962962963,0.227316003577508,0.453784443669341,"1"
"232",0.338399490514798,0.790754257907543,0.357161838958278,0.419405320813772,0.87962962962963,0.2218343383053,0.399023369375654,"1"
"233",0.562647330201792,0.733171127331711,0.353707148551687,0.424100156494523,0.87962962962963,0.220247540463345,0.398936170212766,"1"
"234",0.383456820992048,0.804541768045418,0.125166090884932,0.183098591549296,0.87962962962963,0.247453910735409,0.479944192535752,"1"
"237",0.550220154363998,0.617193836171938,0.338028169014084,0.0845070422535211,0.87962962962963,0.287152707654136,0.54351238228113,"0"
"238",0.376227742754153,0.70316301703163,0.323146425724156,0.0751173708920188,0.87962962962963,0.297654424280892,0.497732821764911,"0"
"239",0.261911553511188,0.767234387672344,0.364336965187351,0.0938967136150235,0.87962962962963,0.305097948703153,0.346529473317056,"0"
"240",0.216859596317207,0.72992700729927,0.466383204889716,0.154929577464789,0.87962962962963,0.296904301664695,0.405388908266481,"0"
"241",0.167651073570561,0.719383617193836,0.567632208344406,0.2660406885759,0.87962962962963,0.291336083782926,0.556853854203,"0"
"242",0.0635221348059218,0.766423357664233,0.627956417751794,0.369327073552426,0.87962962962963,0.2791321658348,0.660708057202651,"1"
